id,name,category,subcategory,latitude,longitude,address,district,island,phone,email,website,price_level,rating,description,tags
osm-node/5082785468,Gino's Pizzeria,restaurant,restaurant,19.331001,-81.380544,"1102, West Bay Road, Seven Mile Beach",Seven Mile Beach,Grand Cayman,+1 345-623-7777,info@ginos.ky,http://ginos.ky/,,100,"Gino's Pizzeria is a restaurant in Seven Mile Beach, Grand Cayman. Rated 4.1★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman;italian;pizza
osm-node/5225582155,Wok-n-Roll,restaurant,restaurant,19.325691,-81.381307,"Seven Mile Beach, Grand Cayman, Cayman Islands",Seven Mile Beach,Grand Cayman,+1 345-949-0168,,http://www.woknroll.ky/,,100,"Wok-n-Roll is a restaurant in Seven Mile Beach, Grand Cayman. Rated 4★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman;asian
osm-node/12110306000,Luca,restaurant,restaurant,19.334,-81.391,"871, West Bay Road, George Town",Seven Mile Beach,Grand Cayman,+1 345-623-4550,,http://www.luca.ky/,,100,"Luca is a restaurant in Seven Mile Beach, Grand Cayman. Rated 4.7★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman;international;italian;pasta;italian restaurant;best;restaurants;fine;dining;dine in;takeaway;cayman islands;caribbean
osm-way/26268669,Hungry Iguana Restaurant & Bar,restaurant,restaurant,19.65878,-80.084429,"Little Cayman, Little Cayman, Cayman Islands",Little Cayman,Little Cayman,+1 345-948-0007,,https://www.paradisevillas.com/dining,,100,"Hungry Iguana Restaurant & Bar is a restaurant in Little Cayman, Little Cayman. Rated 4.7★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;little-cayman;american;regional
osm-way/62184806,Mango Tree,restaurant,restaurant,19.291673,-81.369069,"518, Shedden Road, George Town",George Town,Grand Cayman,+1 345-946-8333,,https://www.facebook.com/mangotreegrill/,,100,"Mango Tree is a restaurant in George Town, Grand Cayman. Rated 4.2★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman;regional
serp-ChIJu8MFbKd9L48RZrzyp3DvcWQ-tum6xb6qe,Ristorante Pappagallo,restaurant,Restaurant,19.365,-81.402,"444 Conch Point Rd, West Bay, Cayman Islands",West Bay,Grand Cayman,+1 345-949-1119,,https://www.pappagallo.ky/contact-us,,100,Ristorante Pappagallo is a restaurant located in Grand Cayman. Cuisine: fish;international;seafood;local;coffee_shop;caribbean;steak_house;pasta;italian;fine_dining;chicken.,restaurant;best;restaurants;fine;dining;dine in;takeaway;cayman islands;caribbean;grand-cayman;fish;international;seafood;local;coffee_shop;steak_house;pasta;italian;fine_dining;chicken
osm-way/373531429,Italian Kitchen,restaurant,restaurant,19.347153,-81.09243,Austin Conolly Road,East End,Grand Cayman,+1 345-949-8210,,http://www.italiankitchencayman.com/,,100,"Italian Kitchen is a restaurant in East End, Grand Cayman. Rated 4.5★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman;italian
osm-way/373649827,Lobster Pot,restaurant,restaurant,19.295,-81.385,"245, North Church Street, George Town",George Town,Grand Cayman,+1 345-949-2736,info@lobsterpot.ky,https://www.lobsterpot.ky/,,100,"Lobster Pot is a restaurant in George Town, Grand Cayman. Rated 4.5★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman
osm-way/374031629,Casanova By the Sea Ristorante,restaurant,restaurant,19.298459,-81.382256,"65, North Church Street, George Town",George Town,Grand Cayman,+1 345-949-7633,,http://www.casanova.ky/,,100,"Casanova By the Sea Ristorante is a restaurant in George Town, Grand Cayman. Rated 4.6★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman;italian
osm-way/541622635,Heritage Kitchen,restaurant,restaurant,19.368734,-81.400634,"West Bay, Grand Cayman, Cayman Islands",West Bay,Grand Cayman,+1 345-939-3474,,https://heritagekitchengrandcaymangmail.com/,,100,"Heritage Kitchen is a restaurant in West Bay, Grand Cayman. Rated 4.7★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman
osm-way/688041269,Blue Iguana Grill,restaurant,restaurant,19.344807,-81.36281,"Grand Cayman, Grand Cayman, Cayman Islands",Grand Cayman,Grand Cayman,+1 345-949-3100,,https://files.constantcontact.com/7954b5c9701/f55e81ee-d31a-4b00-a6e6-d367c9572904.pdf,,100,"Blue Iguana Grill is a restaurant in Grand Cayman, Grand Cayman. Rated 4.3★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;grand-cayman;caribbean
osm-node/639174106,Cafe Del Sol,restaurant,cafe,19.29645,-81.382176,"Lawrence Blvd., Whitehall Estate, West Bay",George Town,Grand Cayman,+1 345-946-3344,,http://www.cafedelsolky.com/,,100,"Coffee Shop with sofas upstairs, books, sandwiches and treats.",restaurant;cafe;grand-cayman
osm-node/5225626263,Gelato & Co.,restaurant,cafe,19.32264,-81.376883,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman,+1 345-743-9999,,https://gelatoeco.com/,,100,"Gelato & Co. is a cafe in George Town, Grand Cayman. Rated 4.8★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;cafe;grand-cayman
osm-node/1122593419,Pizza Boat,restaurant,fast_food,19.31113,-81.384492,"179, West Bay Road, Seven Mile Beach, George Town",George Town,Grand Cayman,+1 345-949-0000,orders@pizzaboat.ky,https://pizzaboat.ky/,,100,"Pizza Boat is a fast_food in George Town, Grand Cayman. Rated 4.5★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;fast_food;grand-cayman;pizza
osm-node/3764555873,Subway,restaurant,fast_food,19.272916,-81.297826,"Town Hall Road, West Bay",West Bay,Grand Cayman,+1 345-943-7827,,https://restaurantes.subway.com/subway-grand-cayman-57266,,100,"Subway is a fast_food in West Bay, Grand Cayman. Rated 4.1★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;fast_food;grand-cayman;sandwich;subway
osm-node/5124855881,KFC,restaurant,fast_food,19.331763,-81.380746,"Seven Mile Beach, Grand Cayman, Cayman Islands",Seven Mile Beach,Grand Cayman,05 20 94 96 98,,https://www.americanarestaurants.com/,,100,"KFC is a fast_food in Seven Mile Beach, Grand Cayman. Rated 4★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;fast_food;grand-cayman;chicken;kfc
osm-node/5767247241,Seven Mile Burger,restaurant,fast_food,19.341712,-81.379273,"Seven Mile Beach, Grand Cayman, Cayman Islands",Seven Mile Beach,Grand Cayman,+1 345-525-6453,,http://sevenmileburger.ky/,,100,"Seven Mile Burger is a fast_food in Seven Mile Beach, Grand Cayman. Rated 4.7★ . Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;fast_food;grand-cayman
osm-node/1118465899,Craft,bar,bar,19.293052,-81.384748,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman,+1 345-640-0004,info@craftcayman.com,https://craftcayman.com/,,100,"Craft is a bar and lounge in George Town, Grand Cayman. Rated 4★. A great spot for drinks, socializing, and enjoying the Caribbean nightlife.",bar;grand-cayman
osm-node/4108177403,Silver Palm,bar,bar,19.280688,-81.258498,"West Bay Road, Seven Mile Beach",Seven Mile Beach,Grand Cayman,+1 345-943-9000,,http://www.ritzcarlton.com/en/hotels/caribbean/grand-cayman/dining/silver-palm,,100,"Silver Palm is a bar and lounge in Seven Mile Beach, Grand Cayman. Rated 4★. A great spot for drinks, socializing, and enjoying the Caribbean nightlife.",bar;grand-cayman
osm-node/10863858390,GT Outpost,bar,bar,19.299225,-81.382257,"93 N Church St, George Town, George Town",George Town,Grand Cayman,+1 345-916-3066,,http://grandtikibar.ky/,,100,"The GT Outpost is Cayman’ s FIRST GAME BAR!! They serve a huge list of delicious hoppy craft imported beers, house-made craft spirits and a wide range of games- from board games, to childhood video games to oculus VR experiences!",bar;grand-cayman
osm-node/12212818455,Cask,bar,bar,19.321157,-81.378573,"18, Forum Lane, Camana Bay, KY1-9006",George Town,Grand Cayman,+1 345-746-2275,info@caskwhisky.ky,https://www.caskwhisky.ky/,,100,"Cask is a bar and lounge in George Town, Grand Cayman. Rated 4★. A great spot for drinks, socializing, and enjoying the Caribbean nightlife.",bar;grand-cayman
osm-node/4231130890,Cayman Crystal Caves,attraction,attraction,19.348,-81.158,"North Side, Grand Cayman, Cayman Islands",North Side,Grand Cayman,+1 345-949-2283,,https://caymancrystalcaves.com/,,100,"Underground cave tours & a souvenir shop. Guided walking tours through tropical forest & underground caves, plus a souvenir store & restrooms.",attraction;grand-cayman;tourist attraction;tours;attractions;things;on site services;cayman islands;caribbean
serp-ChIJ03tlaISHJY8RRIj3Qp4iRlA-eeq0n9z7d,Cayman Islands Yacht Club,boat_charter,Marina,19.357086,-81.377525,"164 Yacht Dr, Cayman Islands",Grand Cayman,Grand Cayman,+1 345-326-4985,,https://www.ciyachtclub.ky/,,100,"Cayman Islands Yacht Club is located in Grand Cayman, Grand Cayman. Rated 4.7★. A notable destination in the Cayman Islands.",marina;yacht;crew;services;cayman;on site services;cayman islands;caribbean;boat_charter;grand-cayman
osm-node/778613431,Queen Elizabeth II Botanic Park,activity,nature,19.314,-81.171,"Frank Sound Road, George Town, KY1-1105",North Side,Grand Cayman,+1 345-947-9462,,http://www.botanic-park.ky/,,100,"Spread over 59 acres of rugged wood land, this park offers visitors a short walk through wetland, swamp, dry thicket, mahogany-tree stands, and patches of orchids and bromeliads.",activity;nature;grand-cayman
serp-ChIJr7n0c9z0JY8RVxzqefQ3U90-n7dm76hpf,Health City Cayman Islands,medical,Hospital,19.298788,-81.146622,"High Rock, 1283 Sea View Rd, KY1-1005, Cayman Islands",Grand Cayman,Grand Cayman,+1 345-640-4040,,https://healthcitycaymanislands.com/?utm_source=GBP&utm_medium=Eastendhospital&utm_campaign=EastEndHospital_GBP,,100,"Health City Cayman Islands is located in Grand Cayman, Grand Cayman. Rated 4.8★. A notable destination in the Cayman Islands.",hospital;private;clinic;cayman;islands;cayman islands;caribbean;medical;grand-cayman
osm-node/5929630043,Foster's Pharmacy,medical,pharmacy,19.292626,-81.365851,"63, Dorcy Drive, George Town",George Town,Grand Cayman,+1 345-949-0505,,http://fostersrx.com/,,100,"Foster's Pharmacy is a pharmacy in George Town, Grand Cayman. Providing healthcare services to residents and visitors. Contact for appointments and emergency services.",medical;pharmacy;grand-cayman
osm-node/5124899346,The Strand Dental Clinic,medical,dentist,19.331106,-81.379642,"Seven Mile Beach, Grand Cayman, Cayman Islands",Seven Mile Beach,Grand Cayman,+1 345-949-3367,,https://caymanresident.com/profile/the-strand-dental-clinic,,100,"The Strand Dental Clinic is a dentist in Seven Mile Beach, Grand Cayman. Providing healthcare services to residents and visitors. Contact for appointments and emergency services.",medical;dentist;grand-cayman
osm-node/3774191416,Butterfield Bank,financial,bank,19.271926,-81.297584,"12, Albert Panton Street, George Town",George Town,Grand Cayman,+1 345-949-7055,,http://www.ky.butterfieldgroup.com/,,100,"Butterfield Bank is a bank in George Town, Grand Cayman. Offering banking and financial services to residents and visitors.",financial;bank;grand-cayman
osm-way/372221560,GoCayman Car Rental,transport,car_rental,19.292705,-81.37159,"416, Shedden Road, Grand Cayman, KY1-1005",George Town,Grand Cayman,+1 345-943-4402,,https://reservations.gocaymancarrental.com,,100,"GoCayman Car Rental is a car_rental in George Town, Grand Cayman. Providing transportation solutions for getting around the islands safely and conveniently.",transport;car_rental;grand-cayman;car rental company;rental;transportation;taxi;on site services;cayman islands;caribbean
serp-ChIJAdEq_D6GJY8Rv-kzFgk7xgg-942dfwxli,Marshall's Rent-A-Car,transport,Car rental company,19.295947,-81.359208,"Airport Rental Plaza, 257 Roberts Dr, Cayman Islands",Grand Cayman,Grand Cayman,+1 345-949-0550,,https://www.marshalls.ky/,,100,"Marshall's Rent-A-Car is located in Grand Cayman, Grand Cayman. Rated 4.6★. A notable destination in the Cayman Islands.",car rental company;rental;transportation;taxi;cayman islands;caribbean;transport;car_rental;grand-cayman
osm-way/62184797,Foster's Food Fair Airport Center,shopping,supermarket,19.292443,-81.366576,"63, Dorcy Drive, George Town",George Town,Grand Cayman,+1 345-949-5155,,https://www.fosters.ky/,,100,"Foster's Food Fair Airport Center is a supermarket in George Town, Grand Cayman. Find souvenirs, local crafts, duty-free goods, and more. Great for picking up gifts and Caribbean treasures.",shopping;supermarket;grand-cayman;transport;parking
osm-way/65746192,Market Place,shopping,supermarket,19.691963,-79.878423,"West Side Road, Cayman Brac",Cayman Brac,Cayman Brac,+1 345-948-1296,,http://www.marketplace.ky/,,100,"Market Place is a supermarket in Cayman Brac, Cayman Brac. Find souvenirs, local crafts, duty-free goods, and more. Great for picking up gifts and Caribbean treasures.",shopping;supermarket;cayman-brac
osm-way/689291769,Kirkconnell's Market,shopping,supermarket,19.711097,-79.834828,"Dennis Foster Road, Stake Bay",Cayman Brac,Cayman Brac,+1 345-948-2252,,https://m.facebook.com/KirkconnellMarketCaymanBrac/,,100,"Kirkconnell's Market is a supermarket in Cayman Brac, Cayman Brac. Find souvenirs, local crafts, duty-free goods, and more. Great for picking up gifts and Caribbean treasures.",shopping;supermarket;cayman-brac
osm-node/6340463199,Cayman Cigar co.,shopping,convenience,19.277181,-81.250763,Bodden Town Road,Bodden Town,Grand Cayman,+1 345-946-2447,,https://www.caymancigars.com/,,100,"Cayman Cigar co. is a convenience in Bodden Town, Grand Cayman. Find souvenirs, local crafts, duty-free goods, and more. Great for picking up gifts and Caribbean treasures.",shopping;convenience;grand-cayman
osm-node/3763466374,Department of Vehicle and Drivers' Licensing,services,government,19.376073,-81.399291,"Reverend Blackman Drive, West Bay",West Bay,Grand Cayman,+1 345-945-8344,,http://www.dvdl.gov.ky/portal/page/portal/vlthome/aboutus/contactus,,100,"Department of Vehicle and Drivers' Licensing provides services in West Bay, Grand Cayman. Serving the local community and visitors with professional solutions.",services;government;grand-cayman
osm-node/5124899343,Spa Esprit,wellness,spa,19.331039,-81.379901,"Seven Mile Beach, Grand Cayman, Cayman Islands",Seven Mile Beach,Grand Cayman,+1 345-945-4334,,http://www.spaesprit.com/,,100,"Spa Esprit is a wellness facility in Seven Mile Beach, Grand Cayman. Focus on your health and fitness during your Cayman Islands visit.",wellness;spa;grand-cayman
osm-node/4249365095,DNS Diving,wellness,gym,19.31303,-81.3845,"700, Shamrock Road",George Town,Grand Cayman,+1 345-916-2490,,https://www.dnsdiving.com,,100,"DNS Diving is a wellness facility in George Town, Grand Cayman. Focus on your health and fitness during your Cayman Islands visit.",wellness;gym;grand-cayman
serp-ChIJgaprjKaHJY8RxtxRkJTBoLc-vdr1n2veq,The Falls Steakhouse (formerly Copper Falls Steakhouse),restaurant,Steak house,19.32378,-81.23795,"43 Canal Point Drive Grand Cayman KY1, 1301, Cayman Islands",Grand Cayman,Grand Cayman,+1 345-945-4755,,http://www.thefallssteakhouse.com/,,100,The Falls Steakhouse (formerly Copper Falls Steakhouse) located in the Cayman Islands.,steak house;best;restaurants;fine;dining;dine in;takeaway;cayman islands;caribbean
serp-ChIJTVLeUPGHJY8RsFbQq_TgYQ0-dpmb8pj8i,Ms. Piper's Kitchen + Garden,restaurant,Restaurant,19.289524,-81.36455,"22 Piper Way, Grand Cayman KY1-1201, Cayman Islands",Grand Cayman,Grand Cayman,+1 345-526-1623,,http://www.mspipers.ky/,,100,"Ms. Piper's Kitchen + Garden is a Restaurant in Grand Cayman, Grand Cayman. Rated 4.7★ by 364 diners. Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;best;restaurants;fine;dining;dine in;delivery;cayman islands;caribbean
serp-ChIJUan6nnd9L48RXwXiEDIXuQo-9dk8pi7vn,Calypso Grill Cayman Islands,restaurant,Seafood restaurant,19.31,-81.2,"10 Morgan's Ln, West Bay KY1-1202, Cayman Islands",West Bay,Grand Cayman,+1 345-949-3948,,https://www.calypsogrillcayman.com/,,100,"Calypso Grill Cayman Islands is a Seafood restaurant in West Bay, Grand Cayman. Rated 4.7★ by 578 diners. Moderately priced. Serving delicious meals to locals and visitors alike.",seafood restaurant;best;restaurants;fine;dining;dine in;cayman islands;caribbean
serp-ChIJva5ycwCHJY8Rnc1RPoBnAUk-yr5z9pe51,Bonny Moon Beach Club,restaurant,Restaurant,19.273255,-81.368114,"53 Seabath Lane, SMB, West Bay KY1-1201, Cayman Islands",West Bay,Grand Cayman,+1 345-326-2920,,https://bonnymoon.ky/,,100,"Bonny Moon Beach Club is a Restaurant in West Bay, Grand Cayman. Rated 4.7★ by 738 diners. Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;best;restaurants;fine;dining;dine in;takeaway;cayman islands;caribbean
serp-ChIJVzcxOISHJY8RuY6t3f_QiwA-7g3iryevu,Morgan's Seafood Restaurant,restaurant,Seafood restaurant,19.37088,-81.270803,Cayman Islands,Grand Cayman,Grand Cayman,+1 345-946-7049,,http://www.morganscayman.com/,,100,"Morgan's Seafood Restaurant is a Seafood restaurant in Grand Cayman, Grand Cayman. Rated 4.6★ by 600 diners. Moderately priced. Serving delicious meals to locals and visitors alike.",seafood restaurant;best;restaurants;fine;dining;dine in;takeaway;no contact delivery;cayman islands;caribbean
serp-ChIJQcNU25WHJY8RUySbDil8h-E-sz7yoxbp7,The Kitchen Steakhouse,restaurant,Restaurant,19.317969,-81.239761,"Cayman Islands, KY1-9006, Cayman Islands",Grand Cayman,Grand Cayman,+1 345-769-4003,,http://www.thekitchensteakhouse.com/,,100,"The Kitchen Steakhouse is a Restaurant in Grand Cayman, Grand Cayman. Rated 4.7★ by 119 diners. Moderately priced. Serving delicious meals to locals and visitors alike.",restaurant;best;restaurants;fine;dining;dine in;takeaway;no contact delivery;cayman islands;caribbean
serp-ChIJsYIJwqmHJY8R-mf6hAwXxd4-sd5yehin5,Living The Dream Divers,diving_snorkeling,Dive shop,19.338657,-81.380051,"Living the Dream Dive Shop 245 North Church Street Grand Cayman KY1, 1206, Cayman Islands",Grand Cayman,Grand Cayman,+1 345-526-3483,,https://www.livingthedreamdivers.com/,,100,"Living The Dream Divers is a diving and snorkeling operator in Grand Cayman, Grand Cayman. Rated 4.9★. Explore the Cayman Islands' world-famous underwater sites, coral reefs, and marine life with experienced guides.",dive shop;scuba;diving;centers;in store shopping;cayman islands;caribbean
serp-ChIJ95I5r8v1JY8RDCnSnBEaNRQ-pvc0gc65e,Ocean Frontiers Dive Shop,diving_snorkeling,Dive shop,19.306657,-81.094199,"344C Austin Conolly Dr, Grand Cayman KY1-1801, Cayman Islands",Grand Cayman,Grand Cayman,+1 345-640-7500,,https://www.oceanfrontiers.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,,100,"Ocean Frontiers Dive Shop is a diving and snorkeling operator in Grand Cayman, Grand Cayman. Rated 4.9★. Explore the Cayman Islands' world-famous underwater sites, coral reefs, and marine life with experienced guides.",dive shop;scuba;diving;centers;in store shopping;cayman islands;caribbean
serp-ChIJI6Ex6aaHJY8RdKvZ-NkFSb4-jpmm811vp,Pirate Divers Grand Cayman,diving_snorkeling,Dive shop,19.329847,-81.171222,"Seven Mile Public Beach, W Bay Rd, Cayman Islands",Grand Cayman,Grand Cayman,+1 345-324-3271,,http://www.piratediversgrandcayman.com/index.html,,100,"Pirate Divers Grand Cayman is a diving and snorkeling operator in Grand Cayman, Grand Cayman. Rated 4.9★. Explore the Cayman Islands' world-famous underwater sites, coral reefs, and marine life with experienced guides.",dive shop;scuba;diving;centers;cayman islands;caribbean
serp-ChIJB4xY5leGJY8RRegXCJJcOKY-j4ijk93kr,Cayman Turtle Divers,diving_snorkeling,SCUBA tour agency,19.347413,-81.381578,"1428A West Bay Road, Trafalgar Place #C2, KY1-1207, Cayman Islands",West Bay,Grand Cayman,+1 345-938-0184,,https://www.caymanturtledivers.com/?utm_source=GMB&utm_medium=organic&utm_campaign=Cayman%20Turtle%20Divers%20Homepage,,100,"Cayman Turtle Divers is a diving and snorkeling operator in West Bay, Grand Cayman. Rated 4.8★. Explore the Cayman Islands' world-famous underwater sites, coral reefs, and marine life with experienced guides.",scuba tour agency;scuba;diving;centers;on site services;cayman islands;caribbean
serp-ChIJkYpQ3YqGJY8RYou8g-J3xS0-4bmzisio7,Eden Rock Diving Center Ltd,diving_snorkeling,Dive shop,19.2875,-81.3865,"124 S Church St, George Town KY1-1110, Cayman Islands",George Town,Grand Cayman,+1 345-949-7243,,https://www.edenrockdivingcenter.com/,,100,"Eden Rock Diving Center Ltd is a diving and snorkeling operator in George Town, Grand Cayman. Rated 4.7★. Explore the Cayman Islands' world-famous underwater sites, coral reefs, and marine life with experienced guides.",dive shop;scuba;diving;centers;in store shopping;in store pick up;cayman islands;caribbean
serp-ChIJie0xvYuGJY8R0SQAMOL-Ev8-95gc522ng,Don Foster's Dive Cayman,diving_snorkeling,Dive shop,19.297849,-81.216275,"218 S Church St, George Town KY1-1206, Cayman Islands",George Town,Grand Cayman,+1 345-938-4000,,http://www.donfosters.com/,,100,"Don Foster's Dive Cayman is a diving and snorkeling operator in George Town, Grand Cayman. Rated 4.8★. Explore the Cayman Islands' world-famous underwater sites, coral reefs, and marine life with experienced guides.",dive shop;scuba;diving;centers;on site services;cayman islands;caribbean
serp-ChIJV_206L99L48R39e8Nk-kuZw-n534cc380,Divetech Grand Cayman,diving_snorkeling,Dive shop,19.329847,-81.171222,"Sea Fan Dr, West Bay KY1-1401, Cayman Islands",West Bay,Grand Cayman,+1 345-925-1252,,https://www.divetech.com/?utm_source=google_GMB_Localseo_ttb&utm_medium=google_GMB_Localseo_ttb&utm_campaign=google_GMB_Localseo_ttb&utm_id=google_GMB_Localseo_ttb,,100,"Divetech Grand Cayman is a diving and snorkeling operator in West Bay, Grand Cayman. Rated 4.9★. Explore the Cayman Islands' world-famous underwater sites, coral reefs, and marine life with experienced guides.",dive shop;scuba;diving;centers;on site services;cayman islands;caribbean
serp-ChIJZ0W1FFiGJY8RKyPQ03JtjBo-esbdt7x7c,Deep Blue Divers Cayman,diving_snorkeling,SCUBA tour agency,19.362163,-81.257642,"37 S Church St, George Town, Cayman Islands",George Town,Grand Cayman,+1 345-916-1293,,http://www.deepbluediverscayman.com/,,100,"Deep Blue Divers Cayman is a diving and snorkeling operator in George Town, Grand Cayman. Rated 4.9★. Explore the Cayman Islands' world-famous underwater sites, coral reefs, and marine life with experienced guides.",scuba tour agency;scuba;diving;centers;cayman islands;caribbean
